ECcode,OutsideFarm-11,TxAntibiotic-9,Baseline-26,Baseline-25,OutsideFarm-1,Neg-DNAextr,Baseline-17,TxAntibiotic-1,OutsideFarm-13,Baseline-9,TxAntibiotic-10,OutsideFarm-9,Baseline-24,Baseline-14,Baseline-1,TxAntibiotic-4,Baseline-32,Baseline-4,TxAntibiotic-8,Baseline-30,Neg-DNAextr,Baseline-15,OutsideFarm-2,Neg-DNAextr,Baseline-6,Baseline-33,Baseline-29,Baseline-2,Neg-DNAextr,Baseline-8,Baseline-19,Baseline-28,Baseline-18,Baseline-31,OutsideFarm-4,SequencingBlank,TxAntibiotic-3,Neg-DNAextr,TxAntibiotic-5,Baseline-23,TxAntibiotic-6,Baseline-22,Baseline-27,TxAntibiotic-7,Baseline-12,Baseline-21,Neg-DNAextr,Baseline-20,OutsideFarm-5,Baseline-16,OutsideFarm-7,Kefir,OutsideFarm-6,Baseline-5,OutsideFarm-10,Baseline-13,Baseline-7,OutsideFarm-12,Baseline-3,TxAntibiotic-11,OutsideFarm-8,TxAntibiotic-12,TxAntibiotic-2,OutsideFarm-3,Baseline-10,Baseline-11
1.13.11.5,1869.4,851.68,590.43,1715.8,1620.7,48.331,2652.1,1203.6,2736.8,1856,2135.5,5440.7,2163.4,1419.6,1824.8,1095.5,1703.3,3767.4,960,1562.7,103.76,612.89,1373.6,42.242,1369.2,1037.5,1751.9,1474,35.851,2857.7,886.05,4297.9,903.95,1216.8,1435.9,19.123,1728.9,49.556,1878.8,885.06,1110.9,898.66,3011,1178.1,1882,2083.9,41.188,1426.2,1304.5,2983.3,1908,35354,1618.7,2099.7,1110.3,3742.4,1255.8,935.44,1479.2,756.11,1140.4,1047.8,1938.7,1539.9,1527.8,1462.1
1.13.11.54,83.591,29.66,7.4068,53.246,54.024,0,69.054,45.584,86.813,55.162,54.078,136.31,84.693,44.229,52.876,48.663,53.059,76.819,34.02,46.406,7.4881,22.62,53.333,0,45.425,45.994,56.163,33.549,0,62.641,37.055,62.289,39.864,36.068,70.545,0,57.485,2.2025,69.465,56.126,37.784,32.599,97.129,87.787,77.607,70.315,2.1122,47.613,42.254,51.771,53.06,999.49,40.062,45.41,45.765,90.438,51.919,36.515,51.383,37.752,47.248,51.637,60.28,65.779,46.561,60.786
1.13.11.55,6.5136,4.2372,2.1162,4.3466,9.7243,1.074,6.4738,5.4267,6.511,3.2448,8.4828,12.88,21.441,7.5512,6.4747,4.3256,7.5799,10.82,3.1894,4.3168,1.0697,2.1543,10.884,0,5.4077,2.1392,3.2402,4.3289,0,6.4801,3.2696,17.183,2.1548,6.365,7.5972,0,5.4231,0,10.854,3.238,5.3977,5.4332,16.01,8.6703,10.779,17.046,0,5.4106,9.751,16.178,2.1224,207.38,6.4965,11.893,3.2689,12.92,4.3265,4.2959,7.6528,4.3145,4.2952,8.6062,8.6115,12.94,9.7453,4.3419
1.13.11.57,15.198,18.008,9.523,13.04,6.4828,0,25.895,10.853,7.5961,9.7345,12.724,37.566,9.6486,12.945,12.949,4.3256,32.485,28.131,7.4419,10.792,2.1394,6.4628,9.7958,0,15.142,13.905,20.521,8.6579,1.0864,14.04,7.629,27.923,5.3871,29.703,10.853,0,14.1,0,13.025,15.111,9.7159,8.6932,27.751,8.6703,14.012,14.915,0,11.903,8.6675,16.178,21.224,1057.2,2.1655,20.542,10.896,9.6898,12.98,7.5179,9.8394,15.101,16.107,9.682,25.834,9.7051,17.325,19.539
3.4.24.84,5128.3,4246.1,2948.4,3752.2,4253.8,154.13,7848.4,3201.6,16816,4799.5,7864.4,6611.9,6364.8,3211.7,4601.6,2688.1,4635.6,5925.6,2813.7,4135.1,384.3,2028,3070.7,119.74,3292.6,3939,4775.5,3066.2,85.81,4145.2,2413.2,9254.1,2414.8,7614.1,3234.7,109.16,4064.9,101.25,3837.5,3059.2,2731.5,2640.2,8773.9,5891.8,4312.4,7522.4,87.997,3403.4,3239.3,4441.6,5471.9,1.30E+05,3608.1,4714,2681.6,5805,3019.6,3901.4,3222.8,2198.2,3640.3,3106.3,4475.1,3266.7,3428.8,3323.4
1.13.11.6,172.61,70.973,78.3,166.26,138.3,4.2961,284.85,202.96,362.44,168.73,227.97,315.56,244.43,147.79,139.21,121.12,138.6,249.93,78.671,205.05,4.2789,65.706,130.61,3.2494,147.09,117.66,126.37,169.91,2.1728,169.56,79.559,301.78,90.503,229.14,117.21,2.1248,161.61,6.6075,159.55,84.189,95,81.498,523,120.3,177.85,178.98,3.1683,149.33,101.84,188.75,177.22,1077.5,184.07,176.23,118.77,305.77,151.43,99.88,148.68,60.402,129.93,123.71,207.75,127.25,168.92,137.86
1.13.11.60,13.027,6.3558,5.2906,26.08,15.127,0,43.159,20.621,10.852,24.877,15.905,21.466,31.09,3.2362,14.028,15.14,23.823,16.229,4.2525,7.5545,1.0697,10.771,11.973,0,8.6524,4.2785,8.6405,11.905,1.0864,9.7201,6.5391,73.028,9.6968,13.791,20.621,0,18.439,0,19.537,15.111,15.114,14.126,42.694,20.592,11.857,57.53,0,28.135,11.918,8.6285,13.796,144.31,20.572,16.218,10.896,26.916,15.143,6.4439,14.212,3.2358,18.255,8.6062,25.834,8.6268,18.408,20.624
1.13.11.63,987.89,632.4,405.26,790,874.1,30.073,1492.2,614.3,2898.5,932.35,1149.4,1724.8,1125.7,626.75,908.61,542.87,796.97,1374.1,543.26,753.29,77.02,381.31,622.58,28.161,608.91,647.12,816.52,604.97,10.864,973.09,467.55,1700.1,405.11,1218.9,641.42,21.248,879.63,18.721,769.54,524.56,462.05,503.12,1770.7,956.99,862.3,1029.1,24.291,700.13,548.22,1094.7,825.61,27762,767.67,883.33,460.92,1320,550.55,663.72,603.48,391.54,568.04,556.17,891.29,593.09,647.52,728.35
3.5.1.1,21.347,13.201,2.0309,25.443,19.312,0,21.356,10.169,30.551,24.424,23.341,20.357,6.1025,16.284,30.507,9.1603,35.58,26.46,7.1108,44.693,0,8.1213,30.508,0,23.379,5.0784,60.988,16.283,0,21.369,16.273,32.53,7.1192,5.0725,13.214,0,28.479,0,35.613,12.192,39.69,8.1315,31.576,7.1008,27.485,15.223,3.0466,29.473,7.1196,19.33,40.583,443.98,31.528,46.74,16.256,26.445,15.26,4.0608,19.329,9.1496,13.227,31.512,40.682,27.485,18.324,13.218
3.5.1.10,1786,802.22,798.14,1383.1,1281.7,48.881,2055.3,1044.4,3187.5,1634.3,1715.1,3830.2,1756.5,1073.7,1393.1,866.16,1437.4,3088.7,911.19,1403.8,92.572,579.66,1131.9,36.695,1137.4,911.06,1462.7,1100.1,29.296,2042.3,770.93,2505.8,826.84,948.56,1268.6,19.282,1325.3,34.592,1429.6,856.52,822.29,782.66,2405.9,1045.8,1250,1709.1,30.466,1188.1,1014,2106,1239.8,39515,1279.4,1578,1101.3,2663.9,1067.1,872.06,1242.1,517.46,1019.5,906.72,1502.2,1248,1314.2,1275.1
3.5.1.102,3374.8,1214.5,967.72,2867.9,2665.1,67.211,3936.6,2047.1,5689.7,3241.2,2912.6,6690.4,2981.1,2266.5,3001.9,1869.7,2914.5,5554.6,1402.9,2781.1,183.11,958.31,2520,76.447,2481.2,1437.2,3195.8,2265.4,30.306,3792.5,1416.8,5399.9,1557.1,1753.1,2621.5,38.564,2873.4,73.253,3107.5,1523,1529.6,1488.1,4463.4,1848.2,3239.1,2843.7,57.886,2436.1,2106.4,3633,2484.7,53397,2727.7,3459.8,1918.2,5053.1,2317.4,1518.7,2507.7,955.63,1841.6,1845,3277,2730.2,2460.5,2540
3.5.1.108,2208.9,1011.4,719.95,1874.6,1850.9,48.881,3103.8,1453.2,5236.5,2063.8,2685.2,4902,2070.8,1364.8,1921.9,1206.1,1915.2,4027,1105.2,1696.3,134.28,724.82,1575.2,62.177,1546.1,1048.2,1990.2,1516.4,32.326,2814.6,1042.5,5115.3,1086.2,1843.3,1678.2,36.534,1935.6,43.749,2064.5,1043.5,1122.5,908.7,3350.1,1782.3,1933.1,2223.6,51.793,1622,1397.5,2796.8,1887.1,51058,1872.4,2314.6,1214.1,3597.6,1444.6,1087.3,1601.2,671.99,1328.8,1218.8,2179.6,1636.9,1539.2,1636
3.5.1.11,57.941,29.449,10.155,59.028,41.674,1.0183,73.221,24.406,62.121,52.918,47.697,94.661,45.769,30.532,68.132,14.249,50.829,97.699,18.285,38.599,3.0518,14.212,20.339,0,32.527,22.345,62.004,29.513,2.0204,79.37,9.1536,32.53,31.528,23.334,41.676,1.0148,39.668,0,41.718,11.176,14.248,24.395,57.04,33.475,39.7,36.536,0,40.653,27.461,83.425,41.598,1301.5,37.631,37.595,21.336,84.422,45.779,21.319,38.658,35.582,32.558,34.561,44.751,41.736,29.522,33.555
3.5.1.110,242.95,39.603,50.773,250.36,201.26,5.0917,330.51,205.42,684.35,243.22,286.18,442.77,210.54,164.88,267.44,136.39,197.22,408.1,87.361,197.06,8.1382,60.91,198.3,7.1351,205.33,93.442,245.98,179.12,8.0815,307.3,127.13,308.02,88.481,118.7,185,1.0148,186.13,10.174,311.36,86.363,132.3,104.69,441.04,145.06,263.65,172.53,3.0466,178.87,148.49,341.84,148.13,3507.1,210.53,232.68,174.75,391.6,183.11,85.277,186.17,102.68,120.06,162.64,253.25,218.86,222.94,210.48
3.5.1.118,726.8,190.91,112.72,775.5,592.58,22.404,900.01,496.26,993.93,780.54,574.39,1861.7,487.19,589.28,648.78,437.66,643.5,1533.7,270.21,689.7,26.449,170.55,626.44,16.309,602.77,220.4,628.17,605.53,9.0917,1220.1,366.14,759.37,329.52,170.44,730.85,13.193,634.69,10.174,719.38,250.96,386.72,279.52,722.17,222.15,763.46,510.48,11.171,645.36,445.48,1142.5,520.48,7188,621.42,809.82,455.17,1422,596.14,264.97,659.21,219.59,386.62,452.34,972.31,743.11,635.22,651.77
3.5.1.125,360.86,100.53,95.452,258.5,265.29,11.202,376.27,157.62,560.11,299.19,212.1,570,273.6,201.51,278.63,152.67,309.04,518.01,140.18,231.59,25.432,63.955,199.32,8.1544,186.02,117.82,272.41,194.38,4.0408,342.92,138.32,472.7,129.16,114.64,230.74,2.0297,300.05,2.0348,238.1,133.1,120.09,99.611,378.91,126.8,256.52,275.03,8.1244,183.95,210.54,315.39,187.7,13040,258.33,297.71,146.3,499.41,187.18,104.57,208.55,122,131.25,199.23,300.03,259.58,253.48,195.23
3.5.1.16,3078,1040.9,761.59,2445.6,2580.7,71.284,3542.1,1921,7072.6,2754.8,2775.6,6528.6,2891.6,2029.4,2501.5,1801.5,2621.8,4856.5,1340.9,2383,284.84,820.25,2040,49.946,2056.3,1152.8,2577.7,1902.1,38.387,3602.2,1376.1,5441.6,1413.7,1868.7,2225.1,51.757,2597.7,63.079,2620.1,1357.4,1351.5,1323.4,4420.6,1620,2684.3,2800,52.808,2145.4,1909.1,3706.3,2637.9,1.03E+05,2512.1,2899.9,1714,4693,2169.9,1205,2245.2,1026.8,1591.3,1540,3004.4,2224.2,2322,2270.5
3.5.1.18,4060.9,1431.8,981.94,3394.1,3321.7,89.614,4575.3,2431.5,10321,3916.9,3359.1,8706.8,3202.8,2655.3,3431,2044.8,3879.3,6816.6,1784.8,3440.4,205.49,1108.6,2738.6,93.776,2820.7,1608.8,3996.7,2533.1,53.54,5060.4,1895.8,6497.8,1775.7,2049.3,2883.7,55.816,3233.4,71.219,3459.5,1727.3,2037.4,1647.7,5128.5,2078.5,3516,3051.7,67.026,2727.8,2397.3,4947.5,2815.5,72605,3153.9,4032.8,2318.5,6264.5,2664.3,1699.4,2951.2,1123.4,2158,2350.2,4026.5,3162.8,3019.3,2904
3.5.1.2,3397.2,1558.8,1062.2,2925.9,2748.5,86.559,5147.8,2249.4,7079.7,3332.8,3862.4,6756.6,3559.8,2292,3201.2,1833.1,3040.6,5138.4,1658.8,2509.9,225.84,1016.2,2354.2,67.274,2414.1,1776.4,3104.3,2258.3,64.652,3889.1,1457.5,6727.6,1596.7,2771.6,2521.9,41.608,2805.2,45.783,3037.3,1733.4,1633.4,1514.5,5726.4,2006.5,3052.8,3483.1,61.948,2489,2102.3,3939.3,2908.8,73612,2654.5,3365.3,1885.7,5017.5,2171.9,1750.2,2582.9,1141.7,2096.9,2030,3209.8,2509.3,2598.9,2462.7
3.5.1.23,1263.5,449.86,332.05,1028.9,975.78,26.477,1393.2,739.3,2663,1198.8,1042.2,2223,1151.3,863.05,1065.7,704.33,1097.9,1674.1,477.44,1212.8,74.261,396.93,943.72,27.521,832.5,545.42,1228.9,894.56,20.204,1372.7,529.89,1860.3,603.1,730.44,858.92,21.312,1005.9,26.453,1142.7,580.16,712.38,544.81,1622.6,667.47,1064.8,1022,21.326,959.4,759.76,1348,1016.6,23867,1028.2,1297.5,709.17,1666.1,866.74,554.3,939.99,377.17,732.55,713.58,1172.7,959.93,992.54,977.15
3.5.1.25,9121.1,2644.3,2014.7,6581.6,6574.3,163.95,8263.8,4650.4,21825,7463.4,6678.6,14890,6476.8,5321.8,6912.8,4002,7632.5,12084,2978.4,6520.2,609.35,2103.4,5576.9,165.13,5569.3,3008.4,7486.2,5320.5,98.999,9349.4,3223.1,11367,3440.6,3605.5,5959.6,112.65,6780.2,158.72,6980.1,3093.8,3488.6,3103.2,9935.2,4049.5,6882.4,5733,127.96,5569.4,5131.2,8813.5,5128.7,2.36E+05,6056.5,7999.6,4477.5,11640,5336.8,3257.8,5878,2296.6,4059.6,4467.5,7784.6,6145.4,6071.3,5613.8
3.5.1.4,88.436,24.371,21.324,68.187,52.855,1.0183,79.323,31.525,83.507,38.671,72.053,187.29,99.675,38.674,56.946,59.033,107.76,124.16,46.728,89.387,8.1382,12.182,58.983,2.0386,58.956,33.517,40.658,44.779,3.0306,105.83,22.375,215.51,29.494,42.609,60.989,1.0148,54.925,1.0174,73.261,32.513,30.53,31.51,71.3,28.403,60.059,117.73,2.0311,38.62,39.666,69.181,50.729,2449.5,49.835,94.495,24.384,135.28,44.761,34.517,51.883,40.665,35.61,41.677,62.041,42.754,52.935,40.672
3.5.1.47,897.58,336.12,417.35,510.89,868.04,16.294,1165.4,433.21,2820.9,647.23,1090.9,1167.5,780.11,434.58,611.15,337.91,582.5,890.49,385,483.5,258.39,236.53,481.01,13.251,446.24,426.58,669.85,434.56,21.214,690.93,367.16,1510.6,335.62,664.5,446.23,9.1335,765.89,15.261,565.74,349.52,417.25,348.64,1308.9,691.82,541.55,1277.7,10.155,472.59,623.47,584.99,757.89,1.05E+05,559.38,756.98,331.22,943.9,416.08,409.13,487.29,258.22,450.72,463.53,682.45,468.26,470.31,478.92
3.5.1.49,143.33,76.161,60.927,116.02,107.74,4.0734,109.83,93.557,266.81,118.05,250.66,245.31,152.56,85.491,110.84,59.033,180.95,180.13,65.013,224.48,9.1555,36.546,75.254,3.0579,115.88,74.144,146.37,74.292,3.0306,130.25,54.921,151.47,46.783,105.51,114.86,1.0148,85.438,1.0174,125.15,61.978,68.185,65.052,202.7,51.734,130.3,91.339,2.0311,99.599,79.332,140.4,98.414,3088.6,124.08,157.49,73.152,190.2,82.401,90.353,65.107,38.632,89.534,102.67,134.25,95.688,105.87,96.597
3.5.1.5,5448.5,1627.8,1262.2,4080,4184.7,106.93,6012.2,2868.7,16637,4654.7,4716.9,11818,4133.5,3167.2,4189.6,2598.5,4427.2,8867.2,2078.4,4004.1,441.5,1265.9,3347.8,101.93,3341.2,1895.2,4644.2,3142.7,80.815,6887.9,1998.5,7771.6,2097.1,2497.7,3735.6,59.875,4224.1,98.689,4316.3,1985.3,2200.2,2001.4,6243.9,2712.5,4376.2,4382.2,76.166,3501.2,3205.8,6667.9,3610.9,1.58E+05,3842.4,4938.1,2631.4,8876.5,3108.9,1852.7,3452.7,1530,2715.5,2802.5,4871.7,3764.4,3390.9,3547.6
1.13.11.74,4.3424,8.4744,2.1162,7.6066,6.4828,0,17.264,7.5973,3.2555,5.408,7.4224,6.4399,6.4324,6.4725,18.345,3.2442,6.4971,15.147,9.5681,10.792,0,2.1543,3.2653,0,8.6524,4.2785,33.482,11.905,0,11.88,2.1797,31.144,3.2323,2.1217,7.5972,0,6.5077,0,8.6831,3.238,9.7159,11.953,9.6062,2.1676,20.48,7.4576,0,6.4927,3.2503,12.943,4.2448,25.655,11.91,8.6495,4.3586,11.843,7.5714,3.2219,7.6528,20.494,5.369,5.3789,10.764,2.1567,9.7453,11.94
3.5.1.53,437.1,107.64,99.514,381.64,357.79,8.1468,431.19,235.93,792.29,337.86,519.59,878.42,312.25,265.63,318.29,238.17,408.67,722.57,170.66,305.74,32.553,110.65,319.32,2.0386,271.4,150.32,326.28,251.37,1.0102,455.87,168.83,623.15,172.89,252.61,286.65,1.0148,366.16,6.1045,357.15,151.39,182.17,169.75,523.55,176.51,337.96,448.58,8.1244,326.24,253.25,411.02,310.46,13069,335.63,415.58,201.17,598.07,246.19,181.72,317.4,114.88,195.35,252.09,448.52,385.81,271.8,263.35
3.5.1.54,1326.5,375.73,226.45,1101.2,971.72,24.44,1538.7,747.44,1751.6,1166.2,1020.9,2450,877.75,815.22,1206,650.38,1121.3,2025.2,483.53,1023.9,52.899,324.85,827.79,27.521,838.6,408.3,1058.1,836.55,5.051,1468.3,488.19,1571.6,562.41,484.93,854.86,22.326,948.98,30.522,1175.2,486.68,623.84,508.22,1458.6,494.01,1201.2,881.93,19.295,848.62,705.85,1305.3,837.03,16421,992.64,1244.7,637.03,1887.8,749.75,375.63,889.12,345.65,645.05,665.81,1152.3,938.56,965.05,849.03
3.5.1.9,4995.1,2139.6,1509,4074.9,4219.2,119.15,6593.9,3117.9,12355,4801.3,5642.4,10021,5346.8,3453.2,4722.4,2612.7,4591.9,8730.9,2419.7,4217.4,331.63,1532.9,3433.2,132.51,3739.6,2364.5,4799.7,3247.5,85.866,6272.3,2313.8,7920,2420.5,3360,3806.7,78.142,4353.3,96.654,4343.8,2286.1,2418,2239.2,7397.9,3418.5,4574.7,5130.2,91.399,3586.6,3334,5989.3,4067.5,1.21E+05,4119,4962.5,2880.4,7712.9,3271.6,2387.8,3620.6,1611.4,2922.1,2745.6,4923.6,3787.8,3684.1,3641.2
1.13.11.79,1080.2,292.37,219.03,868.24,800.63,30.073,1224.6,584.99,1009.2,910.71,708.31,2227.1,1053.8,658.04,781.28,509.34,904.17,1793.9,381.66,956.18,77.02,249.9,654.14,20.579,631.62,389.34,1160,614.71,7.6047,1249.6,430.49,1481,404.03,515.56,719.56,16.998,798.28,20.924,894.36,363.74,500.91,383.59,1192.2,406.42,970.09,745.76,20.066,677.4,621.9,1238.2,735.41,30045,724.36,940.63,586.23,1705.4,640.33,413.48,680.01,304.17,557.31,593.83,1019.4,881.01,716.82,640.43
3.5.1.96,1694.5,585.93,467.11,1600.9,1455.5,40.734,2153.9,1172.5,3132.5,1651.6,1600.4,4064.3,1597.8,1190.8,1630.1,1041.2,1624.5,3086.7,859.39,1308.3,121.06,514.69,1390.2,43.83,1303.1,787.15,1624.3,1271.1,21.214,2215.2,791.27,3161.5,849.21,1113.9,1350.9,44.653,1459.6,33.574,1822.4,799.62,952.55,709.48,2479.2,884.56,1694.9,1472.6,32.498,1207.4,1172.7,2389.8,1376.8,34526,1456.4,1943.8,1026.2,2964.9,1192.3,692.37,1333.7,542.88,914.67,889.44,1789,1467.9,1348.8,1421.5
1.13.11.8,115.07,27.542,20.104,68.46,81.036,0,83.081,37.987,192.07,70.305,45.595,95.525,42.883,42.071,89.566,36.768,63.888,74.655,29.767,70.149,4.2789,36.623,58.775,1.0831,51.914,33.158,65.884,57.358,0,64.801,25.067,46.18,34.477,83.806,56.436,2.1248,95.447,0,61.867,24.825,23.75,48.899,91.793,35.765,89.464,117.19,3.1683,43.284,55.256,61.478,55.182,2349.6,57.386,86.495,41.406,95.822,68.143,37.589,76.528,23.73,51.543,22.591,97.955,75.484,77.962,69.47
3.5.2.17,1259.6,463.42,319.85,976.86,878.13,24.389,1379.8,648.3,3584.6,1116,933.75,2715.7,1289.5,741.52,984.61,589.54,971.33,2213.1,535.52,967.69,89.591,336.81,835.57,29.642,766.98,460.71,1046.1,762.85,15.153,1562.5,476.68,2144.4,515.02,614.67,842.96,13.193,920.69,26.453,996.72,536.48,471.62,479.4,1752.1,562.06,1062.7,952.38,15.212,805.37,736.88,1661.8,850.89,31494,848.96,1138.7,631.38,2034.4,778.15,503.04,861.64,348.14,602.43,761.3,1122.5,903.28,831.75,855.45
3.5.2.3,10250,3621,2377.1,7830.2,7749.5,207.3,10498,5932.4,25454,8719,8623.3,17609,8736.5,6066.6,8455.3,5242.7,8843.8,13795,3832.1,7586,624.08,2492,6547.1,213.63,6391.5,3721.3,9294.3,6250.5,86.876,9968.7,4103.7,13391,4132.4,5429.4,6829.2,165.42,7987.8,192.29,8209.2,3832.7,4229.3,3912.5,12547,4907.3,8232.9,7826.1,180.52,6470.5,5976.6,10340,6790.9,2.15E+05,7138.8,9421,5284.9,13239,6182.4,3907.5,6748.5,3055.9,4952.9,4955.6,9020.8,7462.8,6709.1,6867
3.5.2.5,1806,564.03,399.05,1241,1268.9,39.632,1740.3,909.85,3291.8,1423.8,1488.5,3494.7,1476.1,1022.6,1301.3,809.47,1312.4,2677.9,666.85,1252.3,93.663,416.18,1094.1,19.421,1067.5,579.7,1477.3,1009.3,22.224,1973.7,665.11,2669,738.94,870.7,1161.6,14.208,1194.7,36.627,1393.2,654.56,746.65,618.84,2165.6,753.8,1445.9,1683.4,23.326,1073.2,951.93,1860.6,1184.9,29112,1228.6,1547.8,825.58,2531.3,1115.3,669.71,1103,544.61,801.2,855.96,1589,1313.1,1212,1147.1
3.5.2.6,1009.3,462.4,247.76,771.9,728.55,23.373,1231.2,564.84,3106.1,807.18,877.87,1915.3,897.73,598.92,893.99,454.12,982.53,1289.5,355.31,698.32,55.994,271.69,589.27,21.465,634.56,378.33,879.88,553.04,11.112,1021.6,373.81,1471.8,397.97,641.09,661.74,16.237,792.36,13.226,797.99,416.35,414.58,411.2,1341.6,482.92,834.5,685.35,12.17,683.19,569.73,946.08,704.67,18074,671.84,910.75,513.44,1257,586.67,392.27,620.26,385.81,488.26,622.89,903.5,637.19,646.24,636.23
3.5.2.7,4357.8,1499,1037.7,3397.6,3300.9,99.587,4882.9,2681.7,9143.7,3903.4,3672,9065.9,3751.1,2679.9,3610.6,2540.4,3747.9,6716.7,1734.8,3278.1,253.5,1319.8,2846.6,82.793,2747.1,1576.4,4010.9,2677.6,59.601,5037.4,1671.4,6457.7,1955.2,5224.2,2946.3,201.95,3308,86.48,3852.4,1648.1,2033.2,1851.4,5848,1973.3,3702.8,3424.7,75.047,2940.5,2445.1,4753.9,11331,88043,3272.7,4110.1,2413.7,6401.1,2787.7,1664.6,3035.1,1313.2,2205.8,2552.6,4095.8,3123.8,3219,3075.1
3.5.3.1,1335.9,696.49,399.88,1118.5,1173.1,27.437,1542.1,923.12,4279,1409.8,1207.7,2182.1,1242.9,950.18,1442.5,755.24,1275.5,1815.6,603.66,1209,75.132,378.59,942.38,24.463,962.69,551.72,1256.2,935.63,26.265,1266,622.37,2156.9,670.37,858.86,1019.7,20.297,1226.4,37.759,1191.2,624.95,726.33,666.82,2012.3,822.74,1278.2,1301.2,29.503,1088.2,948.89,1351.8,979.88,15408,1153.6,1433.6,823.87,1725,950.78,687.37,963.99,513.4,841.32,869.17,1431.4,1149.7,1037.1,1012.7
3.5.3.11,2549.9,864.01,553.14,2059.9,1983.4,57.923,2814.7,1358.2,4516.1,2236.3,2208.6,4249.2,1981.3,1577.9,1952.8,1186.8,2314.2,3386.9,954.26,1865.3,114.73,668.88,1820.7,49.946,1606.2,996.76,2316.3,1708.5,41.418,2471,1037.3,3290.3,1088.5,1205,1879.8,38.564,1852.8,45.923,2106.7,1020.2,1123.1,1014.5,3699.1,1169.7,2115.8,1993.4,35.607,1694.8,1372,2469.7,1816.7,42382,2047.1,2313.4,1337.9,3375.7,1672.8,1010.2,1826.3,833.65,1263.5,1255.5,2379,1819.2,1903.1,1832.2
3.5.3.12,5042.9,1799.1,1994.3,3977.4,3934.2,64.02,5159.8,3132.3,6848.4,4516.4,3838.2,8679.5,3994.1,2921.8,4216.7,2617.9,4256.4,6733.1,2052.8,3653.3,207.12,1389.5,3264.3,108.05,3265.2,2316.6,4444.6,3181.1,61.622,5241.2,1963.7,6700.6,1930.8,2912.6,3527.9,84.231,3802.2,83.683,4231.6,2013,2015.2,1910,5560.8,2695.5,4263.1,3654.9,84.439,3185.4,2995.2,4895.7,2855.4,78814,3681.5,4786.4,2995.8,6931.5,3246.9,2537.3,3606.8,1360.3,2454.8,2356.4,4662.4,3686.3,3646.5,3704
3.5.3.23,1332.9,563.49,386.69,1245.7,1151.8,32.518,1725,865.17,2861.5,1378.2,1269.6,3753.5,1352.7,913.56,1334.8,825.47,1365.9,2827.2,720.53,976.32,92.392,393.82,1141.6,26.502,1056.2,600.49,1193.2,1023.1,22.224,1934.7,608.14,2605.6,654.1,747.19,1236.3,19.282,1215.2,40.821,1323.4,617.83,730.4,624.13,1940.1,695.93,1297.5,1136.8,25.434,1104.5,845.16,2125.9,1135.1,31400,1226.8,1504.7,786.28,2602.7,990.44,639.65,1063.6,478.84,782.32,757.35,1527,1083.6,1144.9,1112.3
3.5.3.26,1111.4,380.73,270.99,880.35,836.66,23.373,1200.5,632.36,2143,985.33,880.2,2515.9,952,746.72,955.58,633.1,835.42,1996.7,533.53,742.65,65.994,296.38,776.67,25.482,765.48,456.21,866.97,686.47,15.153,1445.2,458.65,1980.9,489.3,476.13,823.51,14.208,923.35,14.287,1026.4,445.08,578.82,460.47,1493.5,449.41,998.35,976.41,20.347,767.13,731.25,1541,748.6,19859,852.78,1000.8,547.55,1870.4,686.39,440.65,669.1,320.24,627.69,493.04,1100,760.05,841.65,793.07
3.5.3.4,1415.2,368.55,243.58,1123.6,1101,31.502,1494.3,823.49,1741.1,1312.1,873.1,3887.9,1106.6,917.63,1252.4,727.76,1294.8,2943.2,596.54,1034.2,104.58,330.89,988.13,33.637,801.06,418.62,1394.5,883.77,21.214,2220.6,524.75,2273.9,586.96,532.98,1141.7,17.252,1123.7,19.39,1313.2,539.59,634.77,591.6,1788.5,501.15,1243.6,1006.9,27.468,1003.9,880.75,2097.4,939.31,41251,1164.8,1469.1,800.5,2775.6,943.66,434.56,1063.6,372.09,660.24,812.24,1442.6,1099.9,1014.7,1025.9
3.5.3.6,4736.1,1937.2,1404.7,3442,3460.5,91.458,5281.8,2463.3,14117,4046.2,4883.7,8523.8,4403,2628.8,3734.9,2144.6,3815.3,6749.4,1989.8,3384.1,391.91,1261.6,2801.7,82.563,2885,2106.3,4085.9,2716.4,49.499,4973.6,1848.8,7050.6,1922.6,3093.3,3106,64.949,3504.3,65.313,3526.7,1748.8,2086.4,1806.3,6491.7,2973.4,3576.1,4577.6,67.145,2926.3,2771.4,4964.9,3347.4,1.55E+05,3195.6,4079.3,2255.2,6241.9,2644.9,2097.7,2932.7,1648,2423.3,2788.5,4099.1,3084,2903.6,2988.2
3.5.3.8,1896.7,879.24,607.95,1473.7,1416.1,42.68,2904.2,1126.5,7797.8,1758.9,2143.7,4302.1,2059.6,1275.7,1695.6,1017.8,1745,3230.2,926.83,1524.9,136.05,591.74,1228,39.753,1292.1,894.14,1983,1296.7,43.438,2472,813.56,3679.9,822.96,1366.5,1324.7,37.549,1596.5,25.513,1605.2,791.6,938.94,821.33,2965.6,1244.8,1638.5,1989.4,26.451,1267,1212.3,2250,1627,54793,1393.5,1867.4,1074.8,3291.3,1160.3,921.91,1385,690.3,1093.6,1119.2,1794.4,1401.1,1312.9,1264.8
